GEO_ID	UsState	County
0500000US38035	North Dakota	Grand Forks
0500000US38037	North Dakota	Grant
0500000US38039	North Dakota	Griggs
0500000US38041	North Dakota	Hettinger
0500000US38043	North Dakota	Kidder
0500000US38045	North Dakota	LaMoure
0500000US38047	North Dakota	Logan
0500000US38049	North Dakota	McHenry
0500000US38051	North Dakota	McIntosh
0500000US38053	North Dakota	McKenzie
0500000US38055	North Dakota	McLean
0500000US38057	North Dakota	Mercer
0500000US38059	North Dakota	Morton
0500000US38061	North Dakota	Mountrail
0500000US38063	North Dakota	Nelson
0500000US38065	North Dakota	Oliver
0500000US38067	North Dakota	Pembina
0500000US38069	North Dakota	Pierce
0500000US38071	North Dakota	Ramsey
0500000US38073	North Dakota	Ransom
0500000US38075	North Dakota	Renville
0500000US38077	North Dakota	Richland
0500000US38079	North Dakota	Rolette
0500000US38081	North Dakota	Sargent
0500000US38083	North Dakota	Sheridan
0500000US38085	North Dakota	Sioux
0500000US38087	North Dakota	Slope
0500000US38089	North Dakota	Stark
0500000US38091	North Dakota	Steele
0500000US38093	North Dakota	Stutsman
0500000US38095	North Dakota	Towner
0500000US38097	North Dakota	Traill
0500000US38099	North Dakota	Walsh
0500000US38101	North Dakota	Ward
0500000US38103	North Dakota	Wells
0500000US38105	North Dakota	Williams
0500000US39001	Ohio	Adams
0500000US39003	Ohio	Allen
0500000US39005	Ohio	Ashland
0500000US39007	Ohio	Ashtabula
0500000US39009	Ohio	Athens
0500000US39011	Ohio	Auglaize
0500000US39013	Ohio	Belmont
0500000US39015	Ohio	Brown
0500000US39017	Ohio	Butler
0500000US39019	Ohio	Carroll
0500000US39021	Ohio	Champaign
0500000US39023	Ohio	Clark
0500000US39025	Ohio	Clermont
0500000US39027	Ohio	Clinton
0500000US39029	Ohio	Columbiana
0500000US39031	Ohio	Coshocton
0500000US39033	Ohio	Crawford
0500000US39035	Ohio	Cuyahoga
0500000US39037	Ohio	Darke
0500000US39039	Ohio	Defiance
0500000US39041	Ohio	Delaware
0500000US39043	Ohio	Erie
0500000US39045	Ohio	Fairfield
0500000US39047	Ohio	Fayette
0500000US39049	Ohio	Franklin
0500000US39051	Ohio	Fulton
0500000US39053	Ohio	Gallia
0500000US39055	Ohio	Geauga
0500000US39057	Ohio	Greene
0500000US39059	Ohio	Guernsey
0500000US39061	Ohio	Hamilton
0500000US39063	Ohio	Hancock
0500000US39065	Ohio	Hardin
0500000US39067	Ohio	Harrison
0500000US39069	Ohio	Henry
0500000US39071	Ohio	Highland
0500000US39073	Ohio	Hocking
0500000US39075	Ohio	Holmes
0500000US39077	Ohio	Huron
0500000US39079	Ohio	Jackson
0500000US39081	Ohio	Jefferson
0500000US39083	Ohio	Knox
0500000US39085	Ohio	Lake
0500000US39087	Ohio	Lawrence
0500000US39089	Ohio	Licking
0500000US39091	Ohio	Logan
0500000US39093	Ohio	Lorain
0500000US39095	Ohio	Lucas
0500000US39097	Ohio	Madison
0500000US39099	Ohio	Mahoning
0500000US39101	Ohio	Marion
0500000US39103	Ohio	Medina
0500000US39105	Ohio	Meigs
0500000US39107	Ohio	Mercer
0500000US39109	Ohio	Miami
0500000US39111	Ohio	Monroe
0500000US39113	Ohio	Montgomery
0500000US39115	Ohio	Morgan
0500000US39117	Ohio	Morrow
0500000US39119	Ohio	Muskingum
0500000US39121	Ohio	Noble
0500000US39123	Ohio	Ottawa
0500000US39125	Ohio	Paulding
0500000US39127	Ohio	Perry
0500000US39129	Ohio	Pickaway
0500000US39131	Ohio	Pike
0500000US39133	Ohio	Portage
0500000US39135	Ohio	Preble
0500000US39137	Ohio	Putnam
0500000US39139	Ohio	Richland
0500000US39141	Ohio	Ross
0500000US39143	Ohio	Sandusky
0500000US39145	Ohio	Scioto
0500000US39147	Ohio	Seneca
0500000US39149	Ohio	Shelby
0500000US39151	Ohio	Stark
0500000US39153	Ohio	Summit
0500000US39155	Ohio	Trumbull
0500000US39157	Ohio	Tuscarawas
0500000US39159	Ohio	Union
0500000US39161	Ohio	Van Wert
0500000US39163	Ohio	Vinton
0500000US39165	Ohio	Warren
0500000US39167	Ohio	Washington
0500000US39169	Ohio	Wayne
0500000US39171	Ohio	Williams
0500000US39173	Ohio	Wood
0500000US39175	Ohio	Wyandot
0500000US40001	Oklahoma	Adair
0500000US40003	Oklahoma	Alfalfa
0500000US40005	Oklahoma	Atoka
0500000US40007	Oklahoma	Beaver
0500000US40009	Oklahoma	Beckham
0500000US40011	Oklahoma	Blaine
0500000US40013	Oklahoma	Bryan
0500000US40015	Oklahoma	Caddo
0500000US40017	Oklahoma	Canadian
0500000US40019	Oklahoma	Carter
0500000US40021	Oklahoma	Cherokee
0500000US40023	Oklahoma	Choctaw
0500000US40025	Oklahoma	Cimarron
0500000US40027	Oklahoma	Cleveland
0500000US40029	Oklahoma	Coal
0500000US40031	Oklahoma	Comanche
0500000US40033	Oklahoma	Cotton
0500000US40035	Oklahoma	Craig
0500000US40037	Oklahoma	Creek
0500000US40039	Oklahoma	Custer
0500000US40041	Oklahoma	Delaware
0500000US40043	Oklahoma	Dewey
0500000US40045	Oklahoma	Ellis
0500000US40047	Oklahoma	Garfield
0500000US40049	Oklahoma	Garvin
0500000US40051	Oklahoma	Grady
0500000US40053	Oklahoma	Grant
0500000US40055	Oklahoma	Greer
0500000US40057	Oklahoma	Harmon
0500000US40059	Oklahoma	Harper
0500000US40061	Oklahoma	Haskell
0500000US40063	Oklahoma	Hughes
0500000US40065	Oklahoma	Jackson
0500000US40067	Oklahoma	Jefferson
0500000US40069	Oklahoma	Johnston
0500000US40071	Oklahoma	Kay
0500000US40073	Oklahoma	Kingfisher
0500000US40075	Oklahoma	Kiowa
0500000US40077	Oklahoma	Latimer
0500000US40079	Oklahoma	Le Flore
0500000US40081	Oklahoma	Lincoln
0500000US40083	Oklahoma	Logan
0500000US40085	Oklahoma	Love
0500000US40087	Oklahoma	McClain
0500000US40089	Oklahoma	McCurtain
0500000US40091	Oklahoma	McIntosh
0500000US40093	Oklahoma	Major
0500000US40095	Oklahoma	Marshall
0500000US40097	Oklahoma	Mayes
0500000US40099	Oklahoma	Murray
0500000US40101	Oklahoma	Muskogee
0500000US40103	Oklahoma	Noble
0500000US40105	Oklahoma	Nowata
0500000US40107	Oklahoma	Okfuskee
0500000US40109	Oklahoma	Oklahoma
0500000US40111	Oklahoma	Okmulgee
0500000US40113	Oklahoma	Osage
0500000US40115	Oklahoma	Ottawa
0500000US40117	Oklahoma	Pawnee
0500000US40119	Oklahoma	Payne
0500000US40121	Oklahoma	Pittsburg
0500000US40123	Oklahoma	Pontotoc
0500000US40125	Oklahoma	Pottawatomie
0500000US40127	Oklahoma	Pushmataha
0500000US40129	Oklahoma	Roger Mills
0500000US40131	Oklahoma	Rogers
0500000US40133	Oklahoma	Seminole
0500000US40135	Oklahoma	Sequoyah
0500000US40137	Oklahoma	Stephens
0500000US40139	Oklahoma	Texas
0500000US40141	Oklahoma	Tillman
0500000US40143	Oklahoma	Tulsa
0500000US40145	Oklahoma	Wagoner
0500000US40147	Oklahoma	Washington
0500000US40149	Oklahoma	Washita
0500000US40151	Oklahoma	Woods
0500000US40153	Oklahoma	Woodward
0500000US41001	Oregon	Baker
0500000US41003	Oregon	Benton
0500000US41005	Oregon	Clackamas
0500000US41007	Oregon	Clatsop
0500000US41009	Oregon	Columbia
0500000US41011	Oregon	Coos
0500000US41013	Oregon	Crook
0500000US41015	Oregon	Curry
0500000US41017	Oregon	Deschutes
0500000US41019	Oregon	Douglas
0500000US41021	Oregon	Gilliam
0500000US41023	Oregon	Grant
0500000US41025	Oregon	Harney
0500000US41027	Oregon	Hood River
0500000US41029	Oregon	Jackson
0500000US41031	Oregon	Jefferson
0500000US41033	Oregon	Josephine
0500000US41035	Oregon	Klamath
0500000US41037	Oregon	Lake
0500000US41039	Oregon	Lane
0500000US41041	Oregon	Lincoln
0500000US41043	Oregon	Linn
0500000US41045	Oregon	Malheur
0500000US41047	Oregon	Marion
0500000US41049	Oregon	Morrow
0500000US41051	Oregon	Multnomah
0500000US41053	Oregon	Polk
0500000US41055	Oregon	Sherman
0500000US41057	Oregon	Tillamook
0500000US41059	Oregon	Umatilla
0500000US41061	Oregon	Union
0500000US41063	Oregon	Wallowa
0500000US41065	Oregon	Wasco
0500000US41067	Oregon	Washington
0500000US41069	Oregon	Wheeler
0500000US41071	Oregon	Yamhill
0500000US42001	Pennsylvania	Adams
0500000US42003	Pennsylvania	Allegheny
0500000US42005	Pennsylvania	Armstrong
0500000US42007	Pennsylvania	Beaver
0500000US42009	Pennsylvania	Bedford
0500000US42011	Pennsylvania	Berks
0500000US42013	Pennsylvania	Blair
0500000US42015	Pennsylvania	Bradford
0500000US42017	Pennsylvania	Bucks
0500000US42019	Pennsylvania	Butler
0500000US42021	Pennsylvania	Cambria
0500000US42023	Pennsylvania	Cameron
0500000US42025	Pennsylvania	Carbon
0500000US42027	Pennsylvania	Centre
0500000US42029	Pennsylvania	Chester
0500000US42031	Pennsylvania	Clarion
0500000US42033	Pennsylvania	Clearfield
0500000US42035	Pennsylvania	Clinton
0500000US42037	Pennsylvania	Columbia
0500000US42039	Pennsylvania	Crawford
0500000US42041	Pennsylvania	Cumberland
0500000US42043	Pennsylvania	Dauphin
0500000US42045	Pennsylvania	Delaware
0500000US42047	Pennsylvania	Elk
0500000US42049	Pennsylvania	Erie
0500000US42051	Pennsylvania	Fayette
0500000US42053	Pennsylvania	Forest
0500000US42055	Pennsylvania	Franklin
0500000US42057	Pennsylvania	Fulton
0500000US42059	Pennsylvania	Greene
0500000US42061	Pennsylvania	Huntingdon
0500000US42063	Pennsylvania	Indiana
0500000US42065	Pennsylvania	Jefferson
0500000US42067	Pennsylvania	Juniata
0500000US42069	Pennsylvania	Lackawanna
0500000US42071	Pennsylvania	Lancaster
0500000US42073	Pennsylvania	Lawrence
0500000US42075	Pennsylvania	Lebanon
0500000US42077	Pennsylvania	Lehigh
0500000US42079	Pennsylvania	Luzerne
0500000US42081	Pennsylvania	Lycoming
0500000US42083	Pennsylvania	McKean
0500000US42085	Pennsylvania	Mercer
0500000US42087	Pennsylvania	Mifflin
0500000US42089	Pennsylvania	Monroe
0500000US42091	Pennsylvania	Montgomery
0500000US42093	Pennsylvania	Montour
0500000US42095	Pennsylvania	Northampton
0500000US42097	Pennsylvania	Northumberland
0500000US42099	Pennsylvania	Perry
0500000US42101	Pennsylvania	Philadelphia
0500000US42103	Pennsylvania	Pike
0500000US42105	Pennsylvania	Potter
0500000US42107	Pennsylvania	Schuylkill
0500000US42109	Pennsylvania	Snyder
0500000US42111	Pennsylvania	Somerset
0500000US42113	Pennsylvania	Sullivan
0500000US42115	Pennsylvania	Susquehanna
0500000US42117	Pennsylvania	Tioga
0500000US42119	Pennsylvania	Union
0500000US42121	Pennsylvania	Venango
0500000US42123	Pennsylvania	Warren
0500000US42125	Pennsylvania	Washington
0500000US42127	Pennsylvania	Wayne
0500000US42129	Pennsylvania	Westmoreland
0500000US42131	Pennsylvania	Wyoming
0500000US42133	Pennsylvania	York
0500000US44001	Rhode Island	Bristol
0500000US44003	Rhode Island	Kent
0500000US44005	Rhode Island	Newport
0500000US44007	Rhode Island	Providence
0500000US44009	Rhode Island	Washington
0500000US45001	South Carolina	Abbeville
0500000US45003	South Carolina	Aiken
0500000US45005	South Carolina	Allendale
0500000US45007	South Carolina	Anderson
0500000US45009	South Carolina	Bamberg
0500000US45011	South Carolina	Barnwell
0500000US45013	South Carolina	Beaufort
0500000US45015	South Carolina	Berkeley
0500000US45017	South Carolina	Calhoun
0500000US45019	South Carolina	Charleston
0500000US45021	South Carolina	Cherokee
0500000US45023	South Carolina	Chester
0500000US45025	South Carolina	Chesterfield
0500000US45027	South Carolina	Clarendon
0500000US45029	South Carolina	Colleton
0500000US45031	South Carolina	Darlington
0500000US45033	South Carolina	Dillon
0500000US45035	South Carolina	Dorchester
0500000US45037	South Carolina	Edgefield
0500000US45039	South Carolina	Fairfield
0500000US45041	South Carolina	Florence
0500000US45043	South Carolina	Georgetown
0500000US45045	South Carolina	Greenville
0500000US45047	South Carolina	Greenwood
0500000US45049	South Carolina	Hampton
0500000US45051	South Carolina	Horry
0500000US45053	South Carolina	Jasper
0500000US45055	South Carolina	Kershaw
0500000US45057	South Carolina	Lancaster
0500000US45059	South Carolina	Laurens
0500000US45061	South Carolina	Lee
0500000US45063	South Carolina	Lexington
0500000US45065	South Carolina	McCormick
0500000US45067	South Carolina	Marion
0500000US45069	South Carolina	Marlboro
0500000US45071	South Carolina	Newberry
0500000US45073	South Carolina	Oconee
0500000US45075	South Carolina	Orangeburg
0500000US45077	South Carolina	Pickens
0500000US45079	South Carolina	Richland
0500000US45081	South Carolina	Saluda
0500000US45083	South Carolina	Spartanburg
0500000US45085	South Carolina	Sumter
0500000US45087	South Carolina	Union
0500000US45089	South Carolina	Williamsburg
0500000US45091	South Carolina	York
0500000US46003	South Dakota	Aurora
0500000US46005	South Dakota	Beadle
0500000US46007	South Dakota	Bennett
0500000US46009	South Dakota	Bon Homme
0500000US46011	South Dakota	Brookings
0500000US46013	South Dakota	Brown
0500000US46015	South Dakota	Brule
0500000US46017	South Dakota	Buffalo
0500000US46019	South Dakota	Butte
0500000US46021	South Dakota	Campbell
0500000US46023	South Dakota	Charles Mix
0500000US46025	South Dakota	Clark
0500000US46027	South Dakota	Clay
0500000US46029	South Dakota	Codington
0500000US46031	South Dakota	Corson
0500000US46033	South Dakota	Custer
0500000US46035	South Dakota	Davison
0500000US46037	South Dakota	Day
0500000US46039	South Dakota	Deuel
0500000US46041	South Dakota	Dewey
0500000US46043	South Dakota	Douglas
0500000US46045	South Dakota	Edmunds
0500000US46047	South Dakota	Fall River
0500000US46049	South Dakota	Faulk
0500000US46051	South Dakota	Grant
0500000US46053	South Dakota	Gregory
0500000US46055	South Dakota	Haakon
0500000US46057	South Dakota	Hamlin
0500000US46059	South Dakota	Hand
0500000US46061	South Dakota	Hanson
0500000US46063	South Dakota	Harding
0500000US46065	South Dakota	Hughes
0500000US46067	South Dakota	Hutchinson
0500000US46069	South Dakota	Hyde
0500000US46071	South Dakota	Jackson
0500000US46073	South Dakota	Jerauld
0500000US46075	South Dakota	Jones
0500000US46077	South Dakota	Kingsbury
0500000US46079	South Dakota	Lake
0500000US46081	South Dakota	Lawrence
0500000US46083	South Dakota	Lincoln
0500000US46085	South Dakota	Lyman
0500000US46087	South Dakota	McCook
0500000US46089	South Dakota	McPherson
0500000US46091	South Dakota	Marshall
0500000US46093	South Dakota	Meade
0500000US46095	South Dakota	Mellette
0500000US46097	South Dakota	Miner
0500000US46099	South Dakota	Minnehaha
0500000US46101	South Dakota	Moody
0500000US46102	South Dakota	Oglala Lakota
0500000US46103	South Dakota	Pennington
0500000US46105	South Dakota	Perkins
0500000US46107	South Dakota	Potter
0500000US46109	South Dakota	Roberts
0500000US46111	South Dakota	Sanborn
0500000US46115	South Dakota	Spink
0500000US46117	South Dakota	Stanley
0500000US46119	South Dakota	Sully
0500000US46121	South Dakota	Todd
0500000US46123	South Dakota	Tripp
0500000US46125	South Dakota	Turner
0500000US46127	South Dakota	Union
0500000US46129	South Dakota	Walworth
0500000US46135	South Dakota	Yankton
0500000US46137	South Dakota	Ziebach
0500000US47001	Tennessee	Anderson
0500000US47003	Tennessee	Bedford
0500000US47005	Tennessee	Benton
0500000US47007	Tennessee	Bledsoe
0500000US47009	Tennessee	Blount
0500000US47011	Tennessee	Bradley
0500000US47013	Tennessee	Campbell
0500000US47015	Tennessee	Cannon
0500000US47017	Tennessee	Carroll
0500000US47019	Tennessee	Carter
0500000US47021	Tennessee	Cheatham
0500000US47023	Tennessee	Chester
0500000US47025	Tennessee	Claiborne
0500000US47027	Tennessee	Clay
0500000US47029	Tennessee	Cocke
0500000US47031	Tennessee	Coffee
0500000US47033	Tennessee	Crockett
0500000US47035	Tennessee	Cumberland
0500000US47037	Tennessee	Davidson
0500000US47039	Tennessee	Decatur
0500000US47041	Tennessee	DeKalb
0500000US47043	Tennessee	Dickson
0500000US47045	Tennessee	Dyer
0500000US47047	Tennessee	Fayette
0500000US47049	Tennessee	Fentress
0500000US47051	Tennessee	Franklin
0500000US47053	Tennessee	Gibson
0500000US47055	Tennessee	Giles
0500000US47057	Tennessee	Grainger
0500000US47059	Tennessee	Greene
0500000US47061	Tennessee	Grundy
0500000US47063	Tennessee	Hamblen
0500000US47065	Tennessee	Hamilton
0500000US47067	Tennessee	Hancock
0500000US47069	Tennessee	Hardeman
0500000US47071	Tennessee	Hardin
0500000US47073	Tennessee	Hawkins
0500000US47075	Tennessee	Haywood
0500000US47077	Tennessee	Henderson
0500000US47079	Tennessee	Henry
0500000US47081	Tennessee	Hickman
0500000US47083	Tennessee	Houston
0500000US47085	Tennessee	Humphreys
0500000US47087	Tennessee	Jackson
0500000US47089	Tennessee	Jefferson
0500000US47091	Tennessee	Johnson
0500000US47093	Tennessee	Knox
0500000US47095	Tennessee	Lake
0500000US47097	Tennessee	Lauderdale
0500000US47099	Tennessee	Lawrence
0500000US47101	Tennessee	Lewis
0500000US47103	Tennessee	Lincoln
0500000US47105	Tennessee	Loudon
0500000US47107	Tennessee	McMinn
0500000US47109	Tennessee	McNairy
0500000US47111	Tennessee	Macon
0500000US47113	Tennessee	Madison
0500000US47115	Tennessee	Marion
0500000US47117	Tennessee	Marshall
0500000US47119	Tennessee	Maury
0500000US47121	Tennessee	Meigs
0500000US47123	Tennessee	Monroe
0500000US47125	Tennessee	Montgomery
0500000US47127	Tennessee	Moore
0500000US47129	Tennessee	Morgan
0500000US47131	Tennessee	Obion
0500000US47133	Tennessee	Overton
0500000US47135	Tennessee	Perry
0500000US47137	Tennessee	Pickett
0500000US47139	Tennessee	Polk
0500000US47141	Tennessee	Putnam
0500000US47143	Tennessee	Rhea
0500000US47145	Tennessee	Roane
0500000US47147	Tennessee	Robertson
0500000US47149	Tennessee	Rutherford
0500000US47151	Tennessee	Scott
0500000US47153	Tennessee	Sequatchie
0500000US47155	Tennessee	Sevier
0500000US47157	Tennessee	Shelby
0500000US47159	Tennessee	Smith
0500000US47161	Tennessee	Stewart
0500000US47163	Tennessee	Sullivan
0500000US47165	Tennessee	Sumner
0500000US47167	Tennessee	Tipton
0500000US47169	Tennessee	Trousdale
0500000US47171	Tennessee	Unicoi
0500000US47173	Tennessee	Union
0500000US47175	Tennessee	Van Buren
0500000US47177	Tennessee	Warren
0500000US47179	Tennessee	Washington
0500000US47181	Tennessee	Wayne
0500000US47183	Tennessee	Weakley
0500000US47185	Tennessee	White
0500000US47187	Tennessee	Williamson
0500000US47189	Tennessee	Wilson
0500000US48001	Texas	Anderson
0500000US48003	Texas	Andrews
0500000US48005	Texas	Angelina
0500000US48007	Texas	Aransas
0500000US48009	Texas	Archer
0500000US48011	Texas	Armstrong
0500000US48013	Texas	Atascosa
0500000US48015	Texas	Austin
0500000US48017	Texas	Bailey
0500000US48019	Texas	Bandera
0500000US48021	Texas	Bastrop
0500000US48023	Texas	Baylor
0500000US48025	Texas	Bee
0500000US48027	Texas	Bell
0500000US48029	Texas	Bexar
0500000US48031	Texas	Blanco
0500000US48033	Texas	Borden
0500000US48035	Texas	Bosque
0500000US48037	Texas	Bowie
0500000US48039	Texas	Brazoria
0500000US48041	Texas	Brazos
0500000US48043	Texas	Brewster
0500000US48045	Texas	Briscoe
0500000US48047	Texas	Brooks
0500000US48049	Texas	Brown
0500000US48051	Texas	Burleson
0500000US48053	Texas	Burnet
0500000US48055	Texas	Caldwell
0500000US48057	Texas	Calhoun
0500000US48059	Texas	Callahan
0500000US48061	Texas	Cameron
0500000US48063	Texas	Camp
0500000US48065	Texas	Carson
0500000US48067	Texas	Cass
0500000US48069	Texas	Castro
0500000US48071	Texas	Chambers
0500000US48073	Texas	Cherokee
0500000US48075	Texas	Childress
0500000US48077	Texas	Clay
0500000US48079	Texas	Cochran
0500000US48081	Texas	Coke
0500000US48083	Texas	Coleman
0500000US48085	Texas	Collin
0500000US48087	Texas	Collingsworth
0500000US48089	Texas	Colorado
0500000US48091	Texas	Comal
0500000US48093	Texas	Comanche
0500000US48095	Texas	Concho
0500000US48097	Texas	Cooke
0500000US48099	Texas	Coryell
0500000US48101	Texas	Cottle
0500000US48103	Texas	Crane
0500000US48105	Texas	Crockett
0500000US48107	Texas	Crosby
0500000US48109	Texas	Culberson
0500000US48111	Texas	Dallam
0500000US48113	Texas	Dallas
0500000US48115	Texas	Dawson
0500000US48117	Texas	Deaf Smith
0500000US48119	Texas	Delta
0500000US48121	Texas	Denton
0500000US48123	Texas	DeWitt
0500000US48125	Texas	Dickens
0500000US48127	Texas	Dimmit
0500000US48129	Texas	Donley
0500000US48131	Texas	Duval
0500000US48133	Texas	Eastland
0500000US48135	Texas	Ector
0500000US48137	Texas	Edwards
0500000US48139	Texas	Ellis
0500000US48141	Texas	El Paso
0500000US48143	Texas	Erath
0500000US48145	Texas	Falls
0500000US48147	Texas	Fannin
0500000US48149	Texas	Fayette
0500000US48151	Texas	Fisher
0500000US48153	Texas	Floyd
0500000US48155	Texas	Foard
0500000US48157	Texas	Fort Bend
0500000US48159	Texas	Franklin
0500000US48161	Texas	Freestone
0500000US48163	Texas	Frio
0500000US48165	Texas	Gaines
0500000US48167	Texas	Galveston
0500000US48169	Texas	Garza
0500000US48171	Texas	Gillespie
0500000US48173	Texas	Glasscock
0500000US48175	Texas	Goliad
0500000US48177	Texas	Gonzales
0500000US48179	Texas	Gray
0500000US48181	Texas	Grayson
0500000US48183	Texas	Gregg
0500000US48185	Texas	Grimes
0500000US48187	Texas	Guadalupe
0500000US48189	Texas	Hale
0500000US48191	Texas	Hall
0500000US48193	Texas	Hamilton
0500000US48195	Texas	Hansford
0500000US48197	Texas	Hardeman
0500000US48199	Texas	Hardin
0500000US48201	Texas	Harris
0500000US48203	Texas	Harrison
0500000US48205	Texas	Hartley
0500000US48207	Texas	Haskell
0500000US48209	Texas	Hays
0500000US48211	Texas	Hemphill
0500000US48213	Texas	Henderson
0500000US48215	Texas	Hidalgo
0500000US48217	Texas	Hill
0500000US48219	Texas	Hockley
0500000US48221	Texas	Hood
0500000US48223	Texas	Hopkins
0500000US48225	Texas	Houston
0500000US48227	Texas	Howard
0500000US48229	Texas	Hudspeth
0500000US48231	Texas	Hunt
0500000US48233	Texas	Hutchinson
0500000US48235	Texas	Irion
0500000US48237	Texas	Jack
0500000US48239	Texas	Jackson
0500000US48241	Texas	Jasper
0500000US48243	Texas	Jeff Davis
0500000US48245	Texas	Jefferson
0500000US48247	Texas	Jim Hogg
0500000US48249	Texas	Jim Wells
0500000US48251	Texas	Johnson
0500000US48253	Texas	Jones
0500000US48255	Texas	Karnes
0500000US48257	Texas	Kaufman
0500000US48259	Texas	Kendall
0500000US48261	Texas	Kenedy
0500000US48263	Texas	Kent
0500000US48265	Texas	Kerr
0500000US48267	Texas	Kimble
0500000US48269	Texas	King
0500000US48271	Texas	Kinney
0500000US48273	Texas	Kleberg
0500000US48275	Texas	Knox
0500000US48277	Texas	Lamar
0500000US48279	Texas	Lamb
0500000US48281	Texas	Lampasas
0500000US48283	Texas	La Salle
0500000US48285	Texas	Lavaca
0500000US48287	Texas	Lee
0500000US48289	Texas	Leon
0500000US48291	Texas	Liberty
0500000US48293	Texas	Limestone
0500000US48295	Texas	Lipscomb
0500000US48297	Texas	Live Oak
0500000US48299	Texas	Llano
0500000US48301	Texas	Loving
0500000US48303	Texas	Lubbock
0500000US48305	Texas	Lynn
0500000US48307	Texas	McCulloch
0500000US48309	Texas	McLennan
0500000US48311	Texas	McMullen
0500000US48313	Texas	Madison
0500000US48315	Texas	Marion
0500000US48317	Texas	Martin
0500000US48319	Texas	Mason
0500000US48321	Texas	Matagorda
0500000US48323	Texas	Maverick
0500000US48325	Texas	Medina
0500000US48327	Texas	Menard
0500000US48329	Texas	Midland
0500000US48331	Texas	Milam
0500000US48333	Texas	Mills
0500000US48335	Texas	Mitchell
0500000US48337	Texas	Montague
0500000US48339	Texas	Montgomery
0500000US48341	Texas	Moore
0500000US48343	Texas	Morris
0500000US48345	Texas	Motley
0500000US48347	Texas	Nacogdoches
0500000US48349	Texas	Navarro
0500000US48351	Texas	Newton
0500000US48353	Texas	Nolan
0500000US48355	Texas	Nueces
0500000US48357	Texas	Ochiltree
0500000US48359	Texas	Oldham
0500000US48361	Texas	Orange
0500000US48363	Texas	Palo Pinto
0500000US48365	Texas	Panola
0500000US48367	Texas	Parker
0500000US48369	Texas	Parmer
0500000US48371	Texas	Pecos
0500000US48373	Texas	Polk
0500000US48375	Texas	Potter
0500000US48377	Texas	Presidio
0500000US48379	Texas	Rains
0500000US48381	Texas	Randall
0500000US48383	Texas	Reagan
0500000US48385	Texas	Real
0500000US48387	Texas	Red River
0500000US48389	Texas	Reeves
0500000US48391	Texas	Refugio
0500000US48393	Texas	Roberts
0500000US48395	Texas	Robertson
0500000US48397	Texas	Rockwall
0500000US48399	Texas	Runnels
0500000US48401	Texas	Rusk
0500000US48403	Texas	Sabine
0500000US48405	Texas	San Augustine
0500000US48407	Texas	San Jacinto
0500000US48409	Texas	San Patricio
0500000US48411	Texas	San Saba
0500000US48413	Texas	Schleicher
0500000US48415	Texas	Scurry
0500000US48417	Texas	Shackelford
0500000US48419	Texas	Shelby
0500000US48421	Texas	Sherman
0500000US48423	Texas	Smith
0500000US48425	Texas	Somervell
0500000US48427	Texas	Starr
0500000US48429	Texas	Stephens
0500000US48431	Texas	Sterling
0500000US48433	Texas	Stonewall
0500000US48435	Texas	Sutton
0500000US48437	Texas	Swisher
0500000US48439	Texas	Tarrant
0500000US48441	Texas	Taylor
0500000US48443	Texas	Terrell
0500000US48445	Texas	Terry
0500000US48447	Texas	Throckmorton
0500000US48449	Texas	Titus
0500000US48451	Texas	Tom Green
0500000US48453	Texas	Travis
0500000US48455	Texas	Trinity
0500000US48457	Texas	Tyler
0500000US48459	Texas	Upshur
0500000US48461	Texas	Upton
0500000US48463	Texas	Uvalde
0500000US48465	Texas	Val Verde
0500000US48467	Texas	Van Zandt
0500000US48469	Texas	Victoria
0500000US48471	Texas	Walker
0500000US48473	Texas	Waller
0500000US48475	Texas	Ward
0500000US48477	Texas	Washington
0500000US48479	Texas	Webb
0500000US48481	Texas	Wharton
0500000US48483	Texas	Wheeler
0500000US48485	Texas	Wichita
0500000US48487	Texas	Wilbarger
0500000US48489	Texas	Willacy
0500000US48491	Texas	Williamson
0500000US48493	Texas	Wilson
0500000US48495	Texas	Winkler
0500000US48497	Texas	Wise
0500000US48499	Texas	Wood
0500000US48501	Texas	Yoakum
0500000US48503	Texas	Young
0500000US48505	Texas	Zapata
0500000US48507	Texas	Zavala
0500000US49001	Utah	Beaver
0500000US49003	Utah	Box Elder
0500000US49005	Utah	Cache
0500000US49007	Utah	Carbon
0500000US49009	Utah	Daggett
0500000US49011	Utah	Davis
0500000US49013	Utah	Duchesne
0500000US49015	Utah	Emery
0500000US49017	Utah	Garfield
0500000US49019	Utah	Grand
0500000US49021	Utah	Iron
0500000US49023	Utah	Juab
0500000US49025	Utah	Kane
0500000US49027	Utah	Millard
0500000US49029	Utah	Morgan
0500000US49031	Utah	Piute
0500000US49033	Utah	Rich
0500000US49035	Utah	Salt Lake
0500000US49037	Utah	San Juan
0500000US49039	Utah	Sanpete
0500000US49041	Utah	Sevier
0500000US49043	Utah	Summit
0500000US49045	Utah	Tooele
0500000US49047	Utah	Uintah
0500000US49049	Utah	Utah
0500000US49051	Utah	Wasatch
0500000US49053	Utah	Washington
0500000US49055	Utah	Wayne
0500000US49057	Utah	Weber
0500000US50001	Vermont	Addison
0500000US50003	Vermont	Bennington
0500000US50005	Vermont	Caledonia
0500000US50007	Vermont	Chittenden
0500000US50009	Vermont	Essex
